scoreNullable,teamId,hasTeamName,submissionDate,score,hasScore
0.970647,14148136,True,2025-07-26 09:59:37,0.970647,True
0.970647,14153936,True,2025-07-28 07:39:42,0.970647,True
0.970445,14080156,True,2025-07-09 07:43:31,0.970445,True
0.970445,14089417,True,2025-07-15 13:12:57,0.970445,True
0.970445,14137041,True,2025-07-31 09:04:47,0.970445,True
0.970445,14055462,True,2025-07-31 19:30:30,0.970445,True
0.970242,14076167,True,2025-07-07 17:24:59,0.970242,True
0.970242,14058712,True,2025-07-16 06:16:45,0.970242,True
0.970242,14046671,True,2025-07-16 06:41:18,0.970242,True
0.970242,14046883,True,2025-07-10 09:21:58,0.970242,True
0.970242,14062384,True,2025-07-27 09:32:18,0.970242,True
0.970242,14087376,True,2025-07-10 14:33:22,0.970242,True
0.970242,14047588,True,2025-07-16 17:09:36,0.970242,True
0.970242,14055574,True,2025-07-12 09:59:01,0.970242,True
0.970242,14048901,True,2025-07-18 17:05:16,0.970242,True
0.970242,14065832,True,2025-07-14 13:05:03,0.970242,True
0.970242,14062022,True,2025-07-30 23:29:45,0.970242,True
0.970242,14105896,True,2025-07-16 06:06:44,0.970242,True
0.970242,14070945,True,2025-07-16 14:17:41,0.970242,True
0.970242,14046644,True,2025-07-18 09:30:03,0.970242,True
