scoreNullable,teamId,hasTeamName,submissionDate,score,hasScore
0.70504,14872861,True,2025-12-31 10:53:08,0.70504,True
0.70502,14875431,True,2025-12-31 18:53:10,0.70502,True
0.70497,14891731,True,2025-12-28 14:25:39,0.70497,True
0.70496,14873935,True,2025-12-31 23:47:36,0.70496,True
0.70493,14886470,True,2025-12-31 12:00:24,0.70493,True
0.70487,14905696,True,2025-12-25 20:38:25,0.70487,True
0.70487,14929780,True,2025-12-31 07:13:19,0.70487,True
0.70483,14870631,True,2025-12-31 11:17:33,0.70483,True
0.70483,15027177,True,2025-12-31 21:50:09,0.70483,True
0.70482,14870291,True,2025-12-31 15:44:48,0.70482,True
0.70482,14871257,True,2025-12-31 01:07:45,0.70482,True
0.70482,14869863,True,2025-12-31 23:56:56,0.70482,True
0.70482,14930414,True,2025-12-30 01:25:03,0.70482,True
0.70482,15008801,True,2025-12-29 00:50:45,0.70482,True
0.70482,15033548,True,2025-12-29 01:46:54,0.70482,True
0.70482,14890736,True,2025-12-30 06:06:19,0.70482,True
0.70482,14973521,True,2025-12-29 16:20:32,0.70482,True
0.70482,15020439,True,2025-12-30 03:46:58,0.70482,True
0.70482,15034062,True,2025-12-29 05:33:26,0.70482,True
0.70482,15034299,True,2025-12-29 14:13:32,0.70482,True
